#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
GIMAP8	XPO7	9606.ENSP00000305107	9606.ENSP00000252512	0	0	0	0	0	0.182	0	0	0.181
GLI3	SUFU	9606.ENSP00000379258	9606.ENSP00000358918	0	0	0	0	0	0.959	0	0	0.959
GLI3	UBR5	9606.ENSP00000379258	9606.ENSP00000429084	0	0	0	0	0	0.170	0	0	0.169
GLIPR1L2	RMND5A	9606.ENSP00000448248	9606.ENSP00000283632	0	0	0	0	0	0.496	0	0	0.495
HECW1	YWHAB	9606.ENSP00000379228	9606.ENSP00000361930	0	0	0	0	0	0.175	0	0	0.175
HECW1	YWHAZ	9606.ENSP00000379228	9606.ENSP00000379287	0	0	0	0	0	0.175	0	0	0.175
HSF1	SIRT1	9606.ENSP00000431512	9606.ENSP00000212015	0	0	0	0	0	0.270	0	0	0.270
HSF1	YWHAB	9606.ENSP00000431512	9606.ENSP00000361930	0	0	0	0	0	0.153	0	0	0.152
HSF1	YWHAZ	9606.ENSP00000431512	9606.ENSP00000379287	0	0	0	0	0	0.153	0	0	0.152
HSFX1	YWHAZ	9606.ENSP00000359444	9606.ENSP00000379287	0	0	0	0	0	0.153	0	0	0.152
HSFX1	YWHAB	9606.ENSP00000359444	9606.ENSP00000361930	0	0	0	0	0	0.153	0	0	0.152
HSPB9	UBR5	9606.ENSP00000458018	9606.ENSP00000429084	0	0	0	0	0	0.162	0	0	0.161
IPO8	RPL7	9606.ENSP00000256079	9606.ENSP00000339795	0	0	0	0	0	0.156	0	0	0.155
IPO8	RPL30	9606.ENSP00000256079	9606.ENSP00000428085	0	0	0	0	0	0.233	0	0	0.232
ISLR2	PTPRF	9606.ENSP00000355402	9606.ENSP00000353030	0	0	0	0	0	0.178	0	0	0.177
ISLR2	YWHAZ	9606.ENSP00000355402	9606.ENSP00000379287	0	0	0	0	0	0.161	0	0	0.161
ISLR2	PPP1CB	9606.ENSP00000355402	9606.ENSP00000378769	0	0	0	0	0	0.159	0	0	0.158
ISLR2	YWHAB	9606.ENSP00000355402	9606.ENSP00000361930	0	0	0	0	0	0.161	0	0	0.161
LIMK1	PARD6A	9606.ENSP00000336740	9606.ENSP00000219255	0	0	0	0	0	0.180	0	0	0.179
LIMK1	PPM1D	9606.ENSP00000336740	9606.ENSP00000306682	0	0	0	0	0	0.163	0	0	0.163
LIMK1	SSH1	9606.ENSP00000336740	9606.ENSP00000315713	0	0	0	0	0	0.501	0	0	0.501
LIMK1	SYK	9606.ENSP00000336740	9606.ENSP00000364907	0	0	0	0.567	0	0.155	0	0	0.154
LIMK1	YWHAB	9606.ENSP00000336740	9606.ENSP00000361930	0	0	0	0	0	0.165	0	0	0.165
LIMK1	YWHAZ	9606.ENSP00000336740	9606.ENSP00000379287	0	0	0	0	0	0.552	0	0	0.552
LINGO2	PTPRF	9606.ENSP00000369328	9606.ENSP00000353030	0	0	0	0.550	0	0.178	0	0	0.177
LINGO2	YWHAB	9606.ENSP00000369328	9606.ENSP00000361930	0	0	0	0	0	0.161	0	0	0.161
LINGO2	YWHAZ	9606.ENSP00000369328	9606.ENSP00000379287	0	0	0	0	0	0.161	0	0	0.161
LINGO2	PPP1CB	9606.ENSP00000369328	9606.ENSP00000378769	0	0	0	0	0	0.159	0	0	0.158
NAA60	RPL7	9606.ENSP00000385903	9606.ENSP00000339795	0	0	0	0	0	0.245	0	0	0.244
NAA60	RPL30	9606.ENSP00000385903	9606.ENSP00000428085	0	0	0	0	0	0.369	0	0	0.369
NID1	PTPRF	9606.ENSP00000264187	9606.ENSP00000353030	0	0	0	0	0	0.282	0	0	0.282
NT5DC2	WDFY4	9606.ENSP00000406933	9606.ENSP00000320563	0	0	0	0	0	0.156	0	0	0.155
OTUD5	UBR5	9606.ENSP00000156084	9606.ENSP00000429084	0	0	0	0	0	0.345	0	0	0.345
PARD6A	RIPK3	9606.ENSP00000219255	9606.ENSP00000216274	0	0	0	0	0	0.180	0	0	0.179
PARD6A	REM2	9606.ENSP00000219255	9606.ENSP00000267396	0	0	0	0	0	0.167	0	0	0.167
PARD6A	SYK	9606.ENSP00000219255	9606.ENSP00000364907	0	0	0	0	0	0.180	0	0	0.179
PARD6A	YWHAZ	9606.ENSP00000219255	9606.ENSP00000379287	0	0	0	0	0	0.270	0	0	0.270
PPM1D	RIPK3	9606.ENSP00000306682	9606.ENSP00000216274	0	0	0	0	0	0.163	0	0	0.163
PPM1D	SYVN1	9606.ENSP00000306682	9606.ENSP00000366395	0	0	0	0	0	0.151	0	0	0.150
PPM1D	SYK	9606.ENSP00000306682	9606.ENSP00000364907	0	0	0	0	0	0.163	0	0	0.163
PPM1D	PSMC2	9606.ENSP00000306682	9606.ENSP00000391211	0	0	0	0	0	0.182	0	0	0.181
PPM1D	YWHAB	9606.ENSP00000306682	9606.ENSP00000361930	0	0	0	0	0	0.198	0	0	0.198
PPM1D	PPP1CB	9606.ENSP00000306682	9606.ENSP00000378769	0	0	0	0	0	0.152	0	0	0.151
PPP1CB	RIPK3	9606.ENSP00000378769	9606.ENSP00000216274	0	0	0	0	0	0.171	0	0	0.171
PPP1CB	XPO7	9606.ENSP00000378769	9606.ENSP00000252512	0	0	0	0	0	0.182	0	0	0.181
PPP1CB	RTN4RL2	9606.ENSP00000378769	9606.ENSP00000335397	0	0	0	0	0	0.159	0	0	0.158
PPP1CB	YWHAB	9606.ENSP00000378769	9606.ENSP00000361930	0	0	0	0	0	0.398	0	0	0.398
PPP1CB	YWHAZ	9606.ENSP00000378769	9606.ENSP00000379287	0	0	0	0	0	0.398	0	0	0.398
PSMC2	UBR5	9606.ENSP00000391211	9606.ENSP00000429084	0	0	0	0	0	0.332	0	0	0.332
PTPRF	RTN4RL2	9606.ENSP00000353030	9606.ENSP00000335397	0	0	0	0	0	0.178	0	0	0.177
PYROXD1	WDFY4	9606.ENSP00000240651	9606.ENSP00000320563	0	0	0	0	0	0.160	0	0	0.159
RAB41	XPO7	9606.ENSP00000276066	9606.ENSP00000252512	0	0	0	0	0	0.152	0	0	0.151
RAB41	REM2	9606.ENSP00000276066	9606.ENSP00000267396	0	0	0	0.625	0	0.152	0	0	0.151
REM2	WDFY4	9606.ENSP00000267396	9606.ENSP00000320563	0	0	0	0	0	0.158	0	0	0.157
REM2	YWHAZ	9606.ENSP00000267396	9606.ENSP00000379287	0	0	0	0	0	0.182	0	0	0.181
RIPK3	YWHAB	9606.ENSP00000216274	9606.ENSP00000361930	0	0	0	0	0	0.165	0	0	0.165
RIPK3	YWHAZ	9606.ENSP00000216274	9606.ENSP00000379287	0	0	0	0	0	0.165	0	0	0.165
RMND5A	UBR5	9606.ENSP00000283632	9606.ENSP00000429084	0	0	0	0	0	0.284	0	0	0.284
RPL30	TBL2	9606.ENSP00000428085	9606.ENSP00000307260	0	0	0	0	0	0.159	0	0	0.158
RPL30	SSH1	9606.ENSP00000428085	9606.ENSP00000315713	0	0	0	0	0	0.213	0	0	0.213
RPL30	RPL7	9606.ENSP00000428085	9606.ENSP00000339795	0	0	0	0	0	0.996	0	0	0.996
RPL30	UBR5	9606.ENSP00000428085	9606.ENSP00000429084	0	0	0	0	0	0.286	0	0	0.286
RPL7	SSH1	9606.ENSP00000339795	9606.ENSP00000315713	0	0	0	0	0	0.180	0	0	0.179
RTN4RL2	YWHAB	9606.ENSP00000335397	9606.ENSP00000361930	0	0	0	0	0	0.161	0	0	0.161
RTN4RL2	YWHAZ	9606.ENSP00000335397	9606.ENSP00000379287	0	0	0	0	0	0.161	0	0	0.161
SH3BP2	SYK	9606.ENSP00000422168	9606.ENSP00000364907	0	0	0	0	0	0.741	0	0	0.741
SIRT1	YWHAB	9606.ENSP00000212015	9606.ENSP00000361930	0	0	0	0	0	0.335	0	0	0.335
SIRT1	YWHAZ	9606.ENSP00000212015	9606.ENSP00000379287	0	0	0	0	0	0.335	0	0	0.335
SSH1	YWHAB	9606.ENSP00000315713	9606.ENSP00000361930	0	0	0	0	0	0.689	0	0	0.689
SSH1	YWHAZ	9606.ENSP00000315713	9606.ENSP00000379287	0	0	0	0	0	0.544	0	0	0.544
SUFU	XPO7	9606.ENSP00000358918	9606.ENSP00000252512	0	0	0	0	0	0.182	0	0	0.181
SYK	YWHAB	9606.ENSP00000364907	9606.ENSP00000361930	0	0	0	0	0	0.165	0	0	0.165
SYK	YWHAZ	9606.ENSP00000364907	9606.ENSP00000379287	0	0	0	0	0	0.165	0	0	0.165
UBR5	YWHAB	9606.ENSP00000429084	9606.ENSP00000361930	0	0	0	0	0	0.175	0	0	0.175
UBR5	YWHAZ	9606.ENSP00000429084	9606.ENSP00000379287	0	0	0	0	0	0.175	0	0	0.175
YWHAB	YWHAZ	9606.ENSP00000361930	9606.ENSP00000379287	0	0	0	0.982	0	0.883	0	0	0.883
